"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1971701637627670887","Fri Sep 26 22:21:17 +0000 2025","50","Jennifer Lawrence berbicara hari ini di konferensi pers Festival Film San Sebastián di Spanyol: Apa yang terjadi di Palestina tidak lain adalah genosida. Itu tidak dapat diterima. Saya ketakutan dan itu sangat memalukan. Saya takut pada anak-anak saya pada anak-anak https://t.co/ANLdeJoTMu","1971701637627670887","https://pbs.twimg.com/amplify_video_thumb/1971701472082776064/img/ZU3MpSYs5eEyPJ2G.jpg","","in","","0","1","29","https://x.com/undefined/status/1971701637627670887","2256063276",
"1971698390938669316","Fri Sep 26 22:09:30 +0000 2025","1","@yosrogerlaw Isi pidato Netanyahu dalam video itu sesuai dengan ucapannya di Sidang Umum PBB 26 Sep 2025 di mana ia mengkritik pengakuan negara Palestina baru-baru ini oleh beberapa negara seperti Prancis dan Inggris. Beberapa klaim faktual: Hamas memang memuji pengakuan tersebut sebagai","1971698673089474930","","yosrogerlaw","in","","0","0","0","https://x.com/undefined/status/1971698673089474930","1720665183188922368",
"1971697925886779394","Fri Sep 26 22:06:32 +0000 2025","1","Netanyahu harus bertanggungjawab kepada milyaran umat manusia se dunia aksi walk out para delegasi negara-negara sebagai bukti keprihatinan terhadap warga Palestina yang dibantai dan diisolasi sebagai bencana kemanusiaan paling brutal abad ini. Kenapa dunia tidak menghukumnya?","1971697925886779394","","","in","","0","0","0","https://x.com/undefined/status/1971697925886779394","992134573",
"1971544874823581769","Fri Sep 26 22:01:07 +0000 2025","6","@newIding30 @prabowo @Ary_PrasKe2 @HumorJonTampan @rizky__fauzan @RizkiR4madani @RickyKardjono @ReneeEmbun @Mikuachsan @mikuroQ @Henik_yuli @Putra_etan @Muhamma70893310 @lysavana1 @Na_Hmmmmmmmm @oezankzoegiat @suchiQoe @SyarifH47452091 @Jkt_Networks3 @yasmien_cu Beda martabat ! Nyawa orang Palestina lebih penting dari nyawa orang Bandung.......","1971696564168282168","","newIding30","in","","0","1","0","https://x.com/undefined/status/1971696564168282168","1929757635622195200",
"1971369796362211437","Fri Sep 26 21:59:43 +0000 2025","2","@KangManto123 Bu @TitiekSoeharto bilangin itu ndut bukannya perjuangin Palestina malah ngasih jaminan jahanam israhell. Aneh banget orang tua.","1971696210751946836","","KangManto123","in","","0","1","0","https://x.com/undefined/status/1971696210751946836","1247854802500907010",
"1971694940980937040","Fri Sep 26 21:54:40 +0000 2025","0","Itu yang masih duduk karena kasihan atau golongan yang kemarin ga setuju Palestina merdeka? https://t.co/FjKvSlhPP6","1971694940980937040","https://pbs.twimg.com/amplify_video_thumb/1971566400780062720/img/4fU3oYoAZ9KCifni.jpg","","in","","0","0","0","https://x.com/undefined/status/1971694940980937040","1355593382983204865",
"1971693843021287670","Fri Sep 26 21:50:19 +0000 2025","0","Bahwa sesungguhnya kemerdekaan itu ialah hak segala bangsa. (Pembukaan UUD 1945) VS Indonesia sudah menyampaikan begitu negara Palestina diakui oleh Israel Indonesia siap untuk mengakui Israel . (Prabowo)","1971693843021287670","","","in","","0","0","1","https://x.com/undefined/status/1971693843021287670","1417461889563467777",
"1971693514854711778","Fri Sep 26 21:49:00 +0000 2025","17","Sudah ditetapkan sebagai penjahat pernah dan harus ditangkap oleh mahkamah internasional tapi masih hadir di sidang PBB? Drama komedi apa ini? Sementara tamu PBB dari Palestina malah visa-nya ditolak AS. Kantor PBB harus dipindah dari AS!","1971693514854711778","","","in","","0","0","7","https://x.com/undefined/status/1971693514854711778","158660810",
"1971686606420811793","Fri Sep 26 21:48:03 +0000 2025","0","@hasmibakhtiar Netanyahok itu sebenarnya sdh dikucilkan dunia tapi dasar ndablek malah nantang Negara2 yg pro Palestina termasuk akan habisi Indonesia coba ada anak muda pemberani dr Amrik penembak jitu Charlie ada di Gedung PBB lenyap itu Setannyahok","1971693273912885432","","hasmibakhtiar","in","","0","0","0","https://x.com/undefined/status/1971693273912885432","1395713255637585923",
"1971678456309338414","Fri Sep 26 21:45:57 +0000 2025","1","Subuh tadi imamnya baca qunut. Dan mendoakan Palestina. Makin ️","1971692746416210214","","DokFun","in","","0","0","0","https://x.com/undefined/status/1971692746416210214","1352115360762236929",
"1971137610845130824","Fri Sep 26 19:38:14 +0000 2025","0","@RyanRozbiani @grok apakah ini benar? jika benar mengapa italia dan spanyol sangat solid terhadap palestina","1971660605468856431","","RyanRozbiani","in","","0","1","0","https://x.com/undefined/status/1971660605468856431","1055542395859755008",
"1971658134344421625","Fri Sep 26 19:28:25 +0000 2025","30","Perdana Menteri Israel Benjamin Netanyahu: Memberikan negara kepada Palestina 1 mil dari Yerusalem setelah 7 Oktober seperti memberikan Al-Qaeda sebuah negara 1 mil dari NYC setelah 9/11. https://t.co/tLchcU5xYw","1971658134344421625","https://pbs.twimg.com/ext_tw_video_thumb/1971658090614607876/pu/img/tVobOis088jr69S6.jpg","","in","","0","0","7","https://x.com/undefined/status/1971658134344421625","1514605626877366272",
"1971656867492302861","Fri Sep 26 19:23:23 +0000 2025","1","Waziri wa Mambo ya Nje wa Uturuki Hakan Fidan akiongoza kikao cha OIC katika Umoja wa Mataifa ameonya kuhusu Israel kutaka kunyakuwa ardhi zaidi'' na mauaji ya halaiki Gaza na kutoa wito wa kuzuiwa kuingia kwa silaha na kuhamasisha kuhusu Palestina kupewa uanachama kamili wa https://t.co/g53nAfx6VJ","1971656867492302861","https://pbs.twimg.com/media/G1y7eRWWIAA5yuO.jpg","","in","","0","0","0","https://x.com/undefined/status/1971656867492302861","1559834727623835648",
"1971159915810222553","Fri Sep 26 19:19:48 +0000 2025","1","@Piyusaja2 @y05137 @prabowo Masalah palestina-israel sangat kompleks mulai dari masalah kebangsaan wilayah perbatasan budaya agama peradaban politik sosial politik global ekonomi dan teknologi Alutsista sampai kepada masalah dendam kekerasan perang memang ga heran warga Palestina respons begitu","1971655966602285461","","Piyusaja2","in","","0","0","0","https://x.com/undefined/status/1971655966602285461","798449540881727488",
"1971650984699990516","Fri Sep 26 19:00:00 +0000 2025","0","Two State Solution Momentum Strategis Hendrajit: Palestina Harus Bersatu Seperti Indonesia https://t.co/Y2SjXTUmHe","1971650984699990516","","","in","","0","0","0","https://x.com/undefined/status/1971650984699990516","853782937782714368",
"1971650983890767906","Fri Sep 26 19:00:00 +0000 2025","0","Menyala! Rossa Pakai Dress Bernuansa Bendera Palestina Banjir Pujian Netizen https://t.co/4FRl9TjgYv","1971650983890767906","","","in","","1","0","0","https://x.com/undefined/status/1971650983890767906","132078023",
"1971650656877646000","Fri Sep 26 18:58:43 +0000 2025","0","Di luar kawasan Chili memiliki komunitas Palestina terbesar di luar dunia arab dengan puluhan ribu orang yang sudah berbaur dalam masyarakatnya. Sumber: https://t.co/ePsUPf6N4K ***** #FreePalestine #Gaza #WestBank #TaufanulAqsha #LoveMujahedeen #GoToHellisrahell","1971650659910144316","","IkhwanG06","in","","0","0","0","https://x.com/undefined/status/1971650659910144316","1399413045714067467",
"1971650656877646000","Fri Sep 26 18:58:42 +0000 2025","0","Jumlah populasi orang Palestina di dunia pada tahun 2025. Rakyat Palestina tersebar di berbagai belahan dunia dan menjadi diaspora terbesar di era modern. Pada tahun 2025 populasi terbesar masih berada di kawasan timur tengah khususnya di Palestina dan Yordania. https://t.co/lbIkGQUucY","1971650656877646000","https://pbs.twimg.com/media/G1y10rVb0AAHCKk.jpg","","in","","0","1","0","https://x.com/undefined/status/1971650656877646000","1399413045714067467",
"1970329291872473323","Fri Sep 26 18:52:09 +0000 2025","0","@biasaMann @arwidodo Deklarasi Balfour 1917 dari Inggris mendukung pendirian rumah nasional Yahudi di Palestina sambil menjanjikan perlindungan hak sipil dan agama komunitas non-Yahudi. Ini dilihat sebagai akar konflik oleh sebagian tapi Inggris mengklaim tujuannya strategis perang. Pandangan","1971649008214200547","","biasaMann","in","","0","0","0","https://x.com/undefined/status/1971649008214200547","1720665183188922368",
"1971647100648862064","Fri Sep 26 18:44:34 +0000 2025","1","Tipu-tipu Benny Wenda (BW) BW di Inggris bersama Alex Sobel dari Partai Buruh Konservatif (pendukung politik kolonial) mengaku sebagai presiden #WestPapua Tapi Inggris dan Indonesia menjalin kerjasama strategis militer dan mendukung Indonesia untuk kemerdekaan Palestina. https://t.co/vQaG06TrQK","1971647100648862064","https://pbs.twimg.com/media/G1yyhUCXMAAuj1c.jpg","","in","","0","0","0","https://x.com/undefined/status/1971647100648862064","1496351386300477443",
"1971645537251479599","Fri Sep 26 18:38:22 +0000 2025","38","Netanyahu: Ketika Betlehem tempat kelahiran Yesus berada di bawah kendali Israel 80% penduduknya beragama Kristen. Sejak Otoritas Palestina mengambil alih jumlah tersebut telah berkurang hingga di bawah 20%. https://t.co/LOQsSx6aur","1971645537251479599","https://pbs.twimg.com/amplify_video_thumb/1971577067427844096/img/75BXbh4MA130hZ12.jpg","","in","","1","1","9","https://x.com/undefined/status/1971645537251479599","1514605626877366272",
"1971644087397949808","Fri Sep 26 18:32:36 +0000 2025","0","Italia kiblatnya orang kristen aja dukung Palestina Sedangkan kristen kontol Dan NU bajingggann bela Israel ","1971644087397949808","","","in","","0","0","0","https://x.com/undefined/status/1971644087397949808","1582927185245278208",
"1971198591025938593","Fri Sep 26 18:26:30 +0000 2025","0","@blue_berets7 Hayo oten dan Zionis pesek di Indonesia sadarlah... Banyak orang Palestina di Gaza dan Tepi Barat yang seiman dengan kalian juga di negara-negara Eropa dan Amerika yang terusir dari negaranya oleh Zionis Israhell gereja-gereja mereka dibom dan dihancurkan oleh israHell..","1971642550487588953","","blue_berets7","in","","0","0","0","https://x.com/undefined/status/1971642550487588953","1604882368007114752",
"1971642443155362022","Fri Sep 26 18:26:04 +0000 2025","0","pernyataan presiden hari ini tidak serta merta mewakili sikap &amp; prinsip seluruh rakyat Indonesia khususnya terkait genosida di gaza &amp; kebebasan palestina! kami mengutuk apa yg telah dilakukan netanyahu &amp; zionis israel kepada rakyat &amp; tanah air filistin.","1971642443155362022","","","in","","0","0","0","https://x.com/undefined/status/1971642443155362022","81528634",
"1971640220496908585","Fri Sep 26 18:17:14 +0000 2025","2","Rais wa Uturuki Recep Tayyip Erdogan amempongeza Waziri Mkuu wa Uingereza Keir Starmer kuhusu hatua ya Uingereza kutambuwa taifa la Palestina katika mazungumzo yao kwa njia ya simu https://t.co/6ffvPQWruh","1971640220496908585","https://pbs.twimg.com/media/G1ysVQ6WIAElshB.jpg","","in","","0","0","0","https://x.com/undefined/status/1971640220496908585","1559834727623835648",
"1971639602256728152","Fri Sep 26 18:16:57 +0000 2025","0","publik opini yang timbul dalam bentuk dukungan masyarakat internasional kepada palestina kalian pikir atas dasar empati? ngak.","1971640147453374640","","jojofleurs","in","","0","1","0","https://x.com/undefined/status/1971640147453374640","1223534279843467264",
"1971639687883411615","Fri Sep 26 18:15:07 +0000 2025","1","Kesaksian Tentara USA yg bertugas di Gaza: Ketika dia bagikan bantuan: Amir seorang anak2 Palestina yg baru menerima segenggam tepung &amp; kacang2n stlah mncium tgnya &amp; mngucapkan terima ksh DITEMBAK MATI Tentara Israel. Bantuan jd jebakan maut Dia shock. https://t.co/HaOzAW5xD8","1971639687883411615","","","in","","0","0","0","https://x.com/undefined/status/1971639687883411615","3152238055",
"1971639602256728152","Fri Sep 26 18:14:47 +0000 2025","0","melegitimasi palestina sebagai sebuah negara hanya upaya memperkecil skala penindasan dan membentuknya lebih sistematis.","1971639602256728152","","","in","","0","1","0","https://x.com/undefined/status/1971639602256728152","1223534279843467264",
"1971638902630109562","Fri Sep 26 18:12:00 +0000 2025","2","Bangsa Papua Juga Punya Hak Yang Sama Dengan Bangsa Palestina Untuk Merdeka https://t.co/IB5aKskc2J lewat @Suara Papua","1971638902630109562","","","in","","0","0","3","https://x.com/undefined/status/1971638902630109562","438800902",
"1971576594117636200","Fri Sep 26 18:09:56 +0000 2025","0","@Dima_Khatib Klu negara2 pembela kemerdekaan untuk palestina..kenapa zionis Israel..tidak diserang pendukung kemerdekaan ?","1971638383345914143","","Dima_Khatib","in","","0","0","0","https://x.com/undefined/status/1971638383345914143","1906694271018905600",
"1971623723833950444","Fri Sep 26 17:18:52 +0000 2025","0","diantara twt misuh² gue kenapa ga ss juga ya twt gue belain palestina see wkwk sebegitu mudahnya ngebuat image org itu berubah karena fakta yg dipilah².","1971625532422033851","","odelemonade","in","","0","1","0","https://x.com/undefined/status/1971625532422033851","1875027445893795840",
"1971624997472162237","Fri Sep 26 17:16:45 +0000 2025","0","Di saat negara² bule menyatakan keberpihakannya terhadap Palestina dia malah cari aman pura² netral. Geblek!","1971624997472162237","","","in","","0","0","0","https://x.com/undefined/status/1971624997472162237","879977612",
"1971623513728393218","Fri Sep 26 17:10:51 +0000 2025","0","Palestina Ajukan Keanggotaan Penuh BRICS https://t.co/IExK0eB7Nl","1971623513728393218","","","in","","0","0","0","https://x.com/undefined/status/1971623513728393218","1578222594",
"1971623221272498442","Fri Sep 26 17:09:41 +0000 2025","0","Palestina Ajukan Keanggotaan Penuh BRICS https://t.co/RT4EhFn6Ez https://t.co/BelBIsqKQa","1971623221272498442","https://pbs.twimg.com/media/G1yc3vxb0AACFgV.jpg","","in","","0","0","0","https://x.com/undefined/status/1971623221272498442","1312821680432050177",
"1971413020854321550","Fri Sep 26 17:07:44 +0000 2025","0","@Novelis11 @HetsiyHetsiy1 @saidiman Analogi virus jahat bersifat subyektif. Hamas adalah kelompok militan Islamis yang ditetapkan sebagai organisasi teroris oleh AS UE Israel dll. karena serangan seperti bom bunuh diri dan roket terhadap sipil. Di sisi lain bagi Iran Turki dan sebagian Palestina ini","1971622729343553704","","Novelis11","in","","0","1","0","https://x.com/undefined/status/1971622729343553704","1720665183188922368",
"1971619906484679041","Fri Sep 26 16:59:33 +0000 2025","0","semua jaminan keamanan negara Israel asalkan Zionis Yahudi mengakui kemerdekaan negara Palestina menurut Direktur Forum on Islamic World Studies (FIWS) Farid Wadjdi bertentangan dengan prinsip anti-penjajahan yang sudah menjadi prinsip dasar politik luar negeri Indonesia.","1971620668832993599","","FurqanIbr64677","in","","0","1","0","https://x.com/undefined/status/1971620668832993599","1669742231228682241",
"1971619222443929716","Fri Sep 26 16:53:48 +0000 2025","76","Netanyahu: Ketika Betlehem tempat kelahiran Yesus berada di bawah kendali Israel; 80% penduduknya beragama Kristen. Sejak Otoritas Palestina mengambil alih jumlah itu telah menyusut menjadi di bawah 20%. ORANG-ORANG INI ingin kalian beri negara?! https://t.co/Ki2W60JJZN","1971619222443929716","https://pbs.twimg.com/amplify_video_thumb/1971577067427844096/img/75BXbh4MA130hZ12.jpg","","in","","1","4","19","https://x.com/undefined/status/1971619222443929716","2547126362",
"1971617267361399210","Fri Sep 26 16:46:03 +0000 2025","0","*** Mereka mengakui kemerdekaan Palestina (berharap bisa menjadi boneka) tapi mau ngatur dan menentukan pemerintahan dalam negerinya dan bermaksud memisahkan/menyingkirkan para pejuangnya yang di anggap sebagai penghalang. Niat makar kalian akan di hancurkan oleh MAKAR ALLAH!","1971617274948902977","","IkhwanG06","in","","0","1","0","https://x.com/undefined/status/1971617274948902977","1399413045714067467",
"1971617267361399210","Fri Sep 26 16:46:03 +0000 2025","0","*** Mungkin menurut Mahmud Abbas PA dan para pemimpin dunia yang ingin agar HAMAS/mujahidin menyerah dan melucuti senjatanya juga ingin menyingkirkan dan melenyapkannya di fikirnya rakyat Palestina goblok kali ya?","1971617271404753158","","IkhwanG06","in","","0","1","0","https://x.com/undefined/status/1971617271404753158","1399413045714067467",
"1971617267361399210","Fri Sep 26 16:46:02 +0000 2025","1","Survei: Hamas Makin Populer di Kalangan Warga Palestina Sebuah pusat jajak pendapat Palestina menggarisbawahi dukungan terhadap Hamas mengalami peningkatan yang signifikan di kalangan warga Palestina. Baca selengkapnya di: https://t.co/crzEqZK0Mb https://t.co/np2OxZqcxZ","1971617267361399210","https://pbs.twimg.com/media/G1yXdJbbkAAwYJh.jpg","","in","","1","1","0","https://x.com/undefined/status/1971617267361399210","1399413045714067467",
"1971574256770388342","Fri Sep 26 16:45:54 +0000 2025","1","@clashreport eh logika nya gmn dah dia sakit hati krn nazi ngelakuin genocide ke kaum dia in other hand dia termotivasi sama nazi dan gituin rakyat palestina anjir kata gw psikolog aja kaga nutup","1971617236625596868","","clashreport","in","","0","0","0","https://x.com/undefined/status/1971617236625596868","1949495116558946305",
"1971616754612031495","Fri Sep 26 16:43:59 +0000 2025","5","Logika sederhana seperti ini perlu lebih sering disuarakan di panggung internasional. Contoh logika lain yg perlu diulang-ulang adalah kata seorang pemimpin Iran dulu: yang menindas Yahudi ratusan tahun itu orang Eropa kenapa sekarang Palestina yang harus menanggung dampaknya?","1971616754612031495","","","in","","0","0","3","https://x.com/undefined/status/1971616754612031495","1192398719263469568",
"1971616099029614810","Fri Sep 26 16:41:23 +0000 2025","0","u know why eropa jd full pro palestina begini? terlepas dr bersyukur di sisi lain bule2 ini pny kepentingan negara masing2 inti manuver mereka: berontak k USA why? karena USA mulai nurunin perhatian ke NATO sedangkan eropa ngerasa rusia makin agresif dan cuma USA yg bisa nahan","1971616099029614810","","","in","","0","1","0","https://x.com/undefined/status/1971616099029614810","1755992996724772864",
"1971473341065420891","Fri Sep 26 16:39:44 +0000 2025","0","@indahtobrut_ @NayDonuts @Heraloebss Dari postingan terbaru di X Hera Lubis (Heraloebss) aktif mendukung Presiden Prabowo Subianto termasuk program seperti MBG kebijakan Palestina dan pidatonya di PBB. Ia juga kritik oposisi seperti PDIP. Tidak ada dukungan eksplisit ke partai lain dalam konteks terkini.","1971615682086502446","","indahtobrut_","in","","0","1","0","https://x.com/undefined/status/1971615682086502446","1720665183188922368",
"1971614583736635722","Fri Sep 26 16:39:08 +0000 2025","2","Aksi walkout ini dikoordinasikan sebelumnya oleh misi Otoritas Palestina di PBB yang mendesak para pemimpin untuk memprotes kebijakan Netanyahu di tengah konflik Gaza.","1971615534589644943","","vianratulangi","in","","0","0","0","https://x.com/undefined/status/1971615534589644943","2547126362",
"1971612520780873806","Fri Sep 26 16:36:25 +0000 2025","1","Ini pidato lengkapnya baca dengarPrabowo tidak akan mengakui Israel(recognicion)kalau Israel masih genosida tragedi kemanusiaan menindas tak akui Palestina merdekasatanyahu dunia sudah kesal pada israel jangan putar omongan https://t.co/jrIiXvE4Wc","1971614847944323173","https://pbs.twimg.com/ext_tw_video_thumb/1971614783729491968/pu/img/e4raOnRARBXA6FWM.jpg","anonimman137997","in","","0","0","0","https://x.com/undefined/status/1971614847944323173","1704116159665389568",
"1971612520780873806","Fri Sep 26 16:27:10 +0000 2025","0","Ambil kesempatan aja dog satanyahu.Iya maksud Presiden RI Prabowo itu kami akui Israel kalau Israel BERHENTI MENINDAS DAN GENOSIDA PERKOSA BUNUH DAN BULLY PALESTINA .Kalau masih tak akuiNetanyahu Sebut Indonesia saat Pidato di Sidang Umum PBB Bilang Ini https://t.co/ktz8pI5Std https://t.co/qrjyurLBn3","1971612520780873806","https://pbs.twimg.com/ext_tw_video_thumb/1971612452317274112/pu/img/Nom4FzJcuO8Rp629.jpg","","in","","0","1","0","https://x.com/undefined/status/1971612520780873806","1704116159665389568",
"1971591775027605875","Fri Sep 26 16:26:14 +0000 2025","1","@RizkiAsihan Koq Pernyataan kpl Negara yg di Cintai Palestina selain Yaman ini justru terkesan peduli pd Penjahat Perang....why? ","1971612286633853210","","RizkiAsihan","in","","0","1","0","https://x.com/undefined/status/1971612286633853210","1513469864798986240",
"1971535539624120747","Fri Sep 26 16:24:42 +0000 2025","0","@4kunci @Variable_7 @barengwarga OSS itu yang diinginkan Israel. Lo bisa bayangin OSS tapi buat Palestina habis manusia di Gaza.","1971611899671519466","","4kunci","in","","0","1","1","https://x.com/undefined/status/1971611899671519466","376670192",
"1971611613888479400","Fri Sep 26 16:23:34 +0000 2025","0","Zio banyak yg goblog. Bilang bahwa arab imigrant lalu gw jelasin bahwa muslim di palestina mayoritas adalah convert dari kristen dan sebelumnya mereka yahudi atau samaritan. Lalu mereka terarabisasi dan mengadopsi bahasa arab. Dibilangnya gw BS. BS tuh tanah dijanjikan 3000 th. https://t.co/KugEyXwFAG","1971611613888479400","https://pbs.twimg.com/media/G1yRjbtbIAAH842.jpg","","in","","0","0","0","https://x.com/undefined/status/1971611613888479400","65822418",
"1971611521534005610","Fri Sep 26 16:23:12 +0000 2025","0","Gila nangis malem² liat video warga Palestina sama rakyat indo yang masih kesusahan untuk makan sehari hari. Kenapa dunia jahat dan ga adil?","1971611521534005610","","","in","","0","0","0","https://x.com/undefined/status/1971611521534005610","1363460547086217220",
"1971611275668185119","Fri Sep 26 16:22:13 +0000 2025","0","Bertepatan dengan pengakuan negara-negara Barat terhadap Negara Palestina tentara pendudukan menyerbu kotamadya Beit Awa di Hebron dan menurunkan bendera Palestina yg dikibarkan dari tiang benderanya. #GazaGenocide #Gaza Nangis Mampus Jumat Malam https://t.co/BUycCsLotD","1971611275668185119","https://pbs.twimg.com/ext_tw_video_thumb/1971611252527927296/pu/img/FrwCU3Ypgy9MeTFD.jpg","","in","","0","0","0","https://x.com/undefined/status/1971611275668185119","1172059682568990720",
"1971595762669883835","Fri Sep 26 16:10:30 +0000 2025","2","@Mdy_Asmara1701 Itu pak Presiden sebaikmya segera pulang saja gak usah pidato mikirin bangsa Palestina segala. Biarin saja.","1971608326439153785","","Mdy_Asmara1701","in","","0","0","2","https://x.com/undefined/status/1971608326439153785","118992089",
"1970851583853514923","Fri Sep 26 16:10:18 +0000 2025","0","@Bashfath1 @RestyeCayah Isra mi'raj itu perjalanan dari Masjidil haram ke Masjidil Aqsha artinya perjalanan nabi dari Mekkah ke Palestina kenapa harus ke Palestina? di Palestina lah tempat para Khalifah dan nabi yg mendalami ilmu tauhid Allah jadi semua kerasulan nabi di nobatkan Khalifah Palestina","1971608276363309145","","Bashfath1","in","","0","0","0","https://x.com/undefined/status/1971608276363309145","798449540881727488",
"1971605325041250347","Fri Sep 26 16:09:19 +0000 2025","0","Satanic freemason belanda yang dikatakan sebagai bom waktu sisa penjajahan dari dl Papua termasuk.Belanda termasuk itu yahudi freemason selain israel tentunya.Beda case Palestina ngr asli israel 1948 nakba usik Palestina.Papua milik kita asli dibebaskan dari Belanda penjajah! https://t.co/YVmgM4iYjn","1971608030346383474","https://pbs.twimg.com/ext_tw_video_thumb/1971607954043568128/pu/img/N3Fzm7nKy7Uu1uSm.jpg","anonimman137997","in","","0","0","0","https://x.com/undefined/status/1971608030346383474","1704116159665389568",
"1971607385233076478","Fri Sep 26 16:06:45 +0000 2025","0","Dih malu banget liat video presiden pidato di un. Ngapaian bilang menjamin keamanan isr43l atas nama indonesia pula yaAllahh ga kebayang rasanya gimana org palestina dengar pidato itu Maafkan kami yaAllah","1971607385233076478","","","in","","0","0","0","https://x.com/undefined/status/1971607385233076478","840869618",
"1971572581661892907","Fri Sep 26 16:05:51 +0000 2025","0","@biasaMann @LegitTargets Pandangan Netanyahu sebagai kejam sering dari kebijakannya di konflik Israel-Palestina seperti operasi militer di Gaza yang sebabkan korban sipil tinggi dan perluasan pemukiman. Kritikus lihat ini sebagai pelanggaran hak sementara pendukung anggap sebagai pertahanan negara","1971607155804684415","","biasaMann","in","","0","0","0","https://x.com/undefined/status/1971607155804684415","1720665183188922368",
