created_at,username,cleaned_text,hashtags,favorite_count,retweet_count,reply_count,quote_count,image_url,location,lang,tweet_url,engagement,sentiment
2025-09-26 09:08:10+00:00,,presiden palestina mahmoud abbas akhirnya menyampaikan pidato dalam sidang majelis umum perserikatan bangsabangsa pbb secara daring setelah beberapa tahun terakhir mengalami ketegangan diplomatik dengan amerika serikat di era pemerintahan donald trump abbas yang tampil,[],18,7,0,0,https://pbs.twimg.com/media/G1wupwcacAEAhSC.jpg,,in,https://x.com/undefined/status/1971502043463619041,25,neutral
2025-09-26 12:20:45+00:00,,gilaaa 2025 bukan di palestina tp ini di indonesia ini semua para pejabat mmg dah pd sakit empati dan nurani pd matiiii paaaraaah klo msih di diamkan sih sampai semua sudah terlanjur rusak baru pd sadar,[],21,3,0,0,,,in,https://x.com/undefined/status/1971550506419196208,24,negative
2025-09-26 08:51:25+00:00,,jika hari ini pemerintah indonesia kompromis pada pendudukan israel di palestina para bapak bangsa di masa lalu berdiri tegas menolak tandas imperialisme,[],14,10,1,0,https://pbs.twimg.com/media/G1wqr6da8AElf15.jpg,,in,https://x.com/undefined/status/1971497826862747903,24,negative
2025-09-26 21:49:00+00:00,,sudah ditetapkan sebagai penjahat pernah dan harus ditangkap oleh mahkamah internasional tapi masih hadir di sidang pbb drama komedi apa ini sementara tamu pbb dari palestina malah visanya ditolak as kantor pbb harus dipindah dari as,[],17,7,0,0,,,in,https://x.com/undefined/status/1971693514854711778,24,negative
2025-09-26 05:54:57+00:00,,ud bener kok peran hamas cukup selesai sampai palestina merdeka setelah itu angkatan bersenjata dibuat dalam kerangka negara secara profesional bukan politik saya yakin hamas pun setuju,[],19,4,0,0,,,in,https://x.com/undefined/status/1971453417278321107,23,negative
2025-09-26 09:55:47+00:00,,pemerintah inggris resmi mengakui negara palestina dan memperbarui peta serta istilah di situs resminya ini mendukung solusi dua negara untuk perdamaian,[],15,7,2,0,,,in,https://x.com/undefined/status/1971514028154581248,22,neutral
2025-09-26 13:12:58+00:00,,semua upaya untuk memaksakan perwalian atas rakyat kami dan kehendak mereka akan gagal kami menganggap pernyataan presiden otoritas palestina bahwa hamas tidak akan memiliki peran dalam pemerintahan merupakan pelanggaran terhadap hak asasi rakyat palestina,[],17,5,1,0,,,in,https://x.com/undefined/status/1971563649006449137,22,negative
2025-09-26 12:56:57+00:00,,perlawanan palestina adalah tanggung jawab nasional dan moral yang legitimasinya berasal dari keteguhan rakyat palestina dan hak alami mereka untuk melawan penjajahan sebagaimana diakui oleh hukum dan piagam internasional,[],20,2,1,0,,,in,https://x.com/undefined/status/1971559620301951078,22,neutral
2025-09-26 06:50:40+00:00,,sadarkah kalian kalian yg bangga dg pengakuan palestina sebagai negara sadarkah kalau 80 tanah palestina itu diambil oleh israel harus nya pbb juga memerintahkan afar 80 tanah palestina dikembalikan ke palestina,[],12,10,0,0,,,in,https://x.com/undefined/status/1971467439960621288,22,negative
2025-09-26 06:15:03+00:00,,pemimpin palestina mengecam hamas atas serangan 7 oktober 2023 mahmud abbas tegaskan tindakan hamas tidak mewakili palestina kenapa kalo kita yg ngecam hamas malah dibilang zionis,[],13,9,3,0,,,in,https://x.com/undefined/status/1971458476540035143,22,negative
2025-09-26 04:25:26+00:00,,jum at telah tiba yuk infaqnya kita gas lagi untuk palestina,['Palestina'],18,4,0,0,,,in,https://x.com/undefined/status/1971430891730899369,22,negative
2025-09-26 14:10:45+00:00,,dan lembaga jawir itu ngerasa hamas ditendang yakin banget abbas bisa jamin masyarakat palestina buang hamas yang selama ini jadi tameng mereka,[],15,5,1,2,,,in,https://x.com/undefined/status/1971578192600392000,20,negative
2025-09-26 07:15:27+00:00,,liberal noh liat di amerika yg sering demonstrasi dan paling kenceng suaranya bela palestina siapa ya kaum liberal heran gampang banget ngasih label ke orang tanpa check bener bener dibarat yg konservatif yg bela israel bukan liberal,[],17,3,0,0,,,in,https://x.com/undefined/status/1971473675493966154,20,negative
2025-09-26 06:42:36+00:00,,karibu nikutengenezee pichambao nzuri kwa ajili ya ukumbusho na zawadi a3 sizes tsh 15 000 chagua picha moja nzuri unayoipenda nitumie mimi whatsapp au dm nikutengenezee sinza palestina 0786445451 delivery hadi mikoani,['pichambao'],11,9,0,0,https://pbs.twimg.com/media/G1wNQttWkAEbdyx.jpg,,in,https://x.com/undefined/status/1971465409045070219,20,neutral
2025-09-26 11:51:13+00:00,,diduga terkena roket perlawanan palestina helikopter israel kabur dari gaza,[],19,1,0,1,,,in,https://x.com/undefined/status/1971543077270753580,20,neutral
2025-09-26 13:19:42+00:00,,catatan dr dino patti djalal presiden prabowo dan presiden trump jelas memiliki perbedaan pandangan dalam isuisu besar dunia perubahan iklim energi terbarukan peran pbb hingga penyelesaian konflik palestina sebagai bangsa kita patut bangga karena presiden prabowo berdiri,[],11,8,1,0,https://pbs.twimg.com/ext_tw_video_thumb/1971565304246620160/pu/img/UZFeUdNMR5qgiNhx.jpg,,in,https://x.com/undefined/status/1971565341831827841,19,positive
2025-09-26 06:12:35+00:00,,hamas malah bilang siap untuk menyerahkan senjata demi pengakuan kedaulatan cuma jangan kejadian plo abis camp david lagi palestina ngga diakui siapa yang dilucuti terserah israel makanya penting pasukan prabowo ada di sana apalagi tetangga palestina brengsek semua,[],12,7,2,0,,,in,https://x.com/undefined/status/1971457854172533185,19,negative
2025-09-26 13:13:44+00:00,,kami menegaskan bahwa senjata perlawanan tidak boleh disentuh selama penjajah terus menjajah tanah kami kami mengecam tuntutan presiden otoritas palestina untuk menyerahkan senjata terutama mengingat perang brutal yang membantai rakyat kami di jalur gaza,[],16,3,1,0,,,in,https://x.com/undefined/status/1971563840254181765,19,negative
2025-09-26 14:25:17+00:00,,mencintai baik itu palestina tulisannya kekasihnya atau anakanaknya adalah caranya mengingatkan dunia bahwa orangorang palestina akan terus maju apa pun yang terjadi ghassan kanafani,[],12,6,0,0,https://pbs.twimg.com/media/G1x3PbebEAAoTWp.jpg,,in,https://x.com/undefined/status/1971581847382675492,18,positive
2025-09-26 05:36:45+00:00,,begini ini kalau orang tidak berilmu ngomong dikira palestina negara muslim kalau dibilang dungu katanya orang ini ustaz sekaligus cendekiawan muslim kalau dibilang cendekiawan tapi kok dungu yuk open donasi,[],18,0,9,0,,,in,https://x.com/undefined/status/1971448840550244396,18,negative
2025-09-26 14:30:10+00:00,,kulitambua taifa la palestina ni wazimu mtupu netanyahu,[],15,3,0,0,https://pbs.twimg.com/media/G1x4WteXAAAlyiK.jpg,,in,https://x.com/undefined/status/1971583076074393745,18,neutral
2025-09-26 05:11:29+00:00,,serdadu penjajah zionis menculik sejumlah warga palestina dari kota hizma di utara yerusalem baitul maqdis terjajah mereka juga menutup pintu masuk kota tersebut dengan gerbang besi sehingga warga tidak dapat keluar ataupun masuk kota secara bebas,[],6,11,0,0,https://pbs.twimg.com/media/G1v4HNvaEAADpOE.jpg,,in,https://x.com/undefined/status/1971442478785138774,17,negative
2025-09-26 13:11:58+00:00,,kami sepenuhnya menolak identifikasi presiden otoritas palestina dengan narasi bohong zionis yang mencoba mendistorsinya dengan menuduh perlawanan palestina menargetkan warga sipil,[],15,2,1,0,,,in,https://x.com/undefined/status/1971563398539444646,17,negative
2025-09-26 10:30:10+00:00,,tunapokea oda za kuprint kofia ngumu za ujenzi za kampuni zikiwa na logo ya ofisi tsh 35 000 each wasiliana nasi tuweze kukupa kitu bora kwa manufaa ya usalama wa wafanyakazi wako sinza palestina 0786445451,[],9,8,0,0,https://pbs.twimg.com/media/G1xBbFCWMAAcseI.jpg,,in,https://x.com/undefined/status/1971522678239752663,17,positive
2025-09-26 06:01:57+00:00,,presiden kolombia gustavo petro dengan tegas mengecam kegagalan pbb dalam menghentikan genosida di gaza ia menyerukan dunia untuk bertindak tegas menghukum pelaku dan melindungi rakyat palestina kritik keras juga dilayangkan pada presiden as donald trump yang dianggap,[],13,4,0,0,https://pbs.twimg.com/media/G1wEA81WAAAr6MR.jpg,,in,https://x.com/undefined/status/1971455178877378822,17,neutral
2025-09-26 12:59:41+00:00,,tegas dan lantang membela palestina,[],17,0,0,0,,,in,https://x.com/undefined/status/1971560305001116067,17,positive
2025-09-26 13:15:09+00:00,,konsensus mengenai program perjuangan komprehensif untuk melawan penjajah zionis yang kriminal sehingga aspirasi rakyat kami untuk pembebasan kembali dan pendirian negara palestina dengan yerusalem sebagai ibu kotanya terpenuhi gerakan perlawanan islam hamas,[],15,2,1,0,,,in,https://x.com/undefined/status/1971564200179966447,17,neutral
2025-09-26 08:08:47+00:00,,sepuluh stasiun radio independen di belanda berkolaborasi menggelar siaran khusus berdurasi 15 jam bertajuk transmission for palestine sebagai bentuk solidaritas dan penggalangan dana untuk rakyat palestina baca selengkapnya am palestina,['Palestina'],13,3,1,0,https://pbs.twimg.com/media/G1whD0saAAYT9dS.jpg,,in,https://x.com/undefined/status/1971487100823564765,16,neutral
2025-09-26 04:10:22+00:00,,bingung gue dia menang gue sakit hati liat orang palestina dia kalah kiamat makin cepet serba salah,[],15,0,3,0,,,in,https://x.com/undefined/status/1971427098742116368,15,negative
2025-09-26 06:13:04+00:00,,jadi palestina punya tentara nasional sendiri kah krn punya presiden berarti punya lembaga juga yg komplit seperti sebuah negara merdeka atau presiden mahmoud abbas ini cuma gubernur jendral aja yg ditempatkan oleh penjajah utk mengatur wilayah jajahan,[],12,2,2,1,,,in,https://x.com/undefined/status/1971457976834965904,14,negative
2025-09-26 07:47:33+00:00,,apa yang dilakukan oleh abbas ketika idf terus membunuh anak2 palestina bahkan lama sebelum 7 okt 2023 apa yg dilakukan abbas atas perluasan settlement ilegal israel apa yg dilakukan abbas atas penculikan ribuan palestinians oleh israel fuck him and fuck israel,[],11,3,0,0,,,in,https://x.com/undefined/status/1971481753861882173,14,negative
2025-09-26 12:24:16+00:00,,sigendut tidak memahami seutuhnya permasalahan palestina yg dia pahami bagaimana menarik investor israel ke indonesia,[],11,2,0,0,,,in,https://x.com/undefined/status/1971551392658800941,13,negative
2025-09-26 06:13:20+00:00,,berperan sebagai jembatan perdamaian demokrat dorong presiden prabowo pidato soal kemerdekaan palestina di sidang umum pbb kehadiran presiden prabowo di sidang umum pbb momentum strategis menunjukkan kepemimpinan di tingkat global isu kemerdekaan palestina harus menjadi,[],10,3,0,0,https://pbs.twimg.com/media/G1wGpIragAAHCrV.jpg,,in,https://x.com/undefined/status/1971458043369095551,13,neutral
2025-09-26 22:30:01+00:00,,isnotreal dg sengaja menggunakan persenjataan yg mengandung radioaktif amp toxic yg dilarang krn mereka bukan hanya ingin memb yg hidup saat ini tapi jg menghancurkan masa depan palestina karma will get them amp their supporters,[],9,4,0,0,https://pbs.twimg.com/media/G1zmMDMb0AAXZ7u.jpg,,in,https://x.com/undefined/status/1971703834914574700,13,negative
2025-09-26 06:38:07+00:00,,hah suruh diem aja lu pikir konflik ini mulai dari 7 oktober emang sebelum hamas nyerang 7 oktober israel manjain warga palestina gitu puluhan tahun lu di bully terus lu harus sopan sama yang menindas lu,[],12,0,1,0,,,in,https://x.com/undefined/status/1971464280244674808,12,negative
2025-09-26 05:42:20+00:00,,jihat sendiri ke palestina nggak usah ajakajak sistem khilafah tidak cocok untuk negara demokrasi seperti indonesia,[],10,2,1,0,https://pbs.twimg.com/media/G1v_i_HbUAAKVmM.jpg,,in,https://x.com/undefined/status/1971450241644888175,12,negative
2025-09-26 06:01:10+00:00,,jir mudah bener lempar label ya skrg liberal yg kek gmn dah saya liberal dan saya pro palestina,[],11,1,0,0,,,in,https://x.com/undefined/status/1971454981703336153,12,negative
2025-09-26 08:06:15+00:00,,karibu nikutengenezee businesscard nzuri kwa ajili ya biashara na kampuni yako pics 100 ni 20 000 tu sinza palestina 0786445451,['BusinessCard'],6,6,0,0,https://pbs.twimg.com/media/G1wgeuQXAAALed5.jpg,,in,https://x.com/undefined/status/1971486459736752630,12,neutral
2025-09-26 12:00:00+00:00,,kepala badan pengungsi palestina pbb atau unrwa di selasela sidang umum pbb menyampaikan pesan kepada presiden israel benjamin netanyahu apa katanya cek di video ini gtgt,[],9,3,1,0,https://pbs.twimg.com/amplify_video_thumb/1971486059474321412/img/KCHErP6p0pgpWmFq.jpg,,in,https://x.com/undefined/status/1971545286658105432,12,neutral
2025-09-26 06:23:35+00:00,,wawe wawe ilvocio meloni ricinoscimento palestina netanyahu morti bambini vergogna,"['WaWe', 'ilvocio', 'Meloni', 'ricinoscimento', 'Palestina', 'Netanyahu', 'morti', 'bambini', 'vergogna']",8,3,1,1,https://pbs.twimg.com/media/G1wI_CwXAAAwxem.jpg,,in,https://x.com/undefined/status/1971460625940480193,11,neutral
2025-09-26 13:01:53+00:00,,pemimpin latin berani bersuara amp bertindak untuk palestina pemimpin arab masih sibuk merangkai doa amp deklarasi kosong sambil berjabat tangan dengan zionis lidah api di podium tangan dingin di istana,[],9,1,0,0,,,in,https://x.com/undefined/status/1971560860691959906,10,negative
2025-09-26 12:04:06+00:00,,aneh aneh palestina yg lemah dan didzolimi sementara israel militernya termasuk paling kuat di dunia nyerang i̇ran dan qatar bisa tapi yg dikuatirkan keamanan israhell,[],9,1,1,0,,,in,https://x.com/undefined/status/1971546316280041856,10,negative
2025-09-26 09:21:10+00:00,,palestina tidak punya angkatan bersenjata melainkan memiliki kepolisian dan itu diatur jumlahnya berapa persenjataan nya diatur dan disupervisi oleh pihak israel,[],6,4,1,0,,,in,https://x.com/undefined/status/1971505315834454420,10,neutral
2025-09-26 05:27:00+00:00,,menlu saudi pangeran faisal memperingatkan trump tentang aneksasi tepi barat dan mengumumkan dukungan finansial 90 juta dolar untuk palestina via,[],7,2,0,0,,,in,https://x.com/undefined/status/1971446383682125896,9,neutral
2025-09-26 11:45:33+00:00,,logika aja mana mungkin setanyahu dukung apalagi mengusulkan tss yang mana tetep harus mengakui keberadaan palestina impulsif mulu sugan teh pinter,[],8,1,0,0,,,in,https://x.com/undefined/status/1971541650599272789,9,negative
2025-09-26 07:51:11+00:00,,178 anggota dpr dari partai demokrat termasuk semua yang menduduki posisi kepemimpinan menandatangani surat yang memperingatkan pemerintah israel agar tidak mencaplok wilayah palestina di tepi barat atau gaza yang diduduki alhamdulillah freepalestine freepalestine,"['FreePalestine', 'FreePalestine']",4,4,0,0,https://pbs.twimg.com/media/G1wdB1fawAAYwSo.jpg,,in,https://x.com/undefined/status/1971482668857733209,8,neutral
2025-09-26 11:16:09+00:00,,lagian one state solution itu ya one state solution di bawah negara palestina bukan israel awkwkwk,[],7,1,1,0,,,in,https://x.com/undefined/status/1971534250769109258,8,negative
2025-09-26 13:23:16+00:00,,langkah pidato amp tawaran 20 ribu pasukan perdamaian dari presiden prabowo berdampak pada pendukung palestina amp pendukung israel keduanya menangkap ketulusan amp keseriusan beliau memperjuangkan solusi dua negara twostate solution agar kedua bangsa hidup berdampingan dgn damai,[],6,2,1,0,,,in,https://x.com/undefined/status/1971566242025853386,8,positive
2025-09-26 08:07:00+00:00,,mantan kepala intelijen arab saudi pangeran turki alfaisal sebut hanya trump yang bisa menekan israel untuk akhiri genosida terhadap palestina via,[],6,2,0,0,,,in,https://x.com/undefined/status/1971486649168113926,8,neutral
2025-09-26 15:59:15+00:00,,hadeeeeh pakudah tau isriwil itu penjajah ngapain punya ide bgtngomong aja 2 statehei pak itu seluruhnya tanah palestina ga ada itu isriwil,[],7,1,0,0,,,in,https://x.com/undefined/status/1971605496777126368,8,negative
2025-09-26 07:54:14+00:00,,berulangkali simbok bilang bahwa akar masalah palestina bukan konflik agama islamyahudi tapi simbok memang tidak pintar menulis panjang kali lebar baca surat salah satu warga palestina ini sampai bagian akhir,[],8,0,3,0,,,in,https://x.com/undefined/status/1971483437124206906,8,negative
2025-09-26 08:31:41+00:00,,ogika sederhana saja amerika latin dan eropa seperti spanyol portugal dll yg mayoritas kristen membela palestina sebaliknya negara arab lebih takut why karena humanity dan kejadian di atas sdh banyak dirasakan pesiarah,[],8,0,1,0,,,in,https://x.com/undefined/status/1971492861083570491,8,negative
2025-09-26 16:43:59+00:00,,logika sederhana seperti ini perlu lebih sering disuarakan di panggung internasional contoh logika lain yg perlu diulangulang adalah kata seorang pemimpin iran dulu yang menindas yahudi ratusan tahun itu orang eropa kenapa sekarang palestina yang harus menanggung dampaknya,[],5,3,0,0,,,in,https://x.com/undefined/status/1971616754612031495,8,negative
2025-09-26 22:38:53+00:00,,presiden kolombia gustavo petro mengumumkan dia akan membuka daftar relawan bersedia berjuang untuk membebaskan palestina dari penjajahan israel dan kesiapannya untuk berpartisipasi secara pribadi,[],6,2,0,0,,,in,https://x.com/undefined/status/1971706067492262191,8,neutral
